User;Role;h-index;Followers/Following;log_followers;Ratio RT_in;Ratio_RT_out;Ratio Reply_out;Frequency;Ratio multimedia;Ratio URL;Ratio HT
Claraliss3;Normal;4;0,739130435;2;0,305309735;0,435;0,27;1,388888889;0,2375;0,2975;0,3025
mirismr;Retuiteador;3;0,737024221;2;41,63247863;0,95753176;0,025408348;3,545688546;0,540471869;0,124500907;0,059528131
mgarod3;Retuiteador;6;0,735660848;2;0,666666667;0,641010222;0,052916416;2,329131653;0,149128082;0,521948286;1,684906795
Mahelvamp;Monologista;3;0,727116564;3;0,042026482;0,131065533;0,092546273;4,147302905;0,363681841;0,803901951;3,2016008
Shivaduna;Networker;8;0,727050184;3;66,87975175;0,599813722;0,244334058;7,525700935;0,318534617;0,223843527;0,207699472
elvizgz;Retuiteador;3;0,717647059;1;1,3;0,754601227;0,09202454;1,314516129;0,085889571;0,349693252;0,460122699
RebecaMartinDL;Networker;7;0,707407407;2;1,002808989;0,592210767;0,163802978;1,796296296;0,432989691;0,304696449;0,73768614
albamartin160;Monologista;4;0,700404858;2;0,168674699;0,384788914;0,234611666;2,526872964;0,376732195;0,088946181;0,15211086
trevi;Monologista;5;0,698174006;2;0,25974026;0,309029725;0,010656197;1,806484296;0,053280987;0,822209759;0,293886708
MayteToscano1;Networker;4;0,694117647;1;0,322033898;0,329545455;0,534090909;1,955555556;0,198863636;0,193181818;0,414772727
mcanet;Replicador;6;0,68654311;3;0,243451464;0,186716792;0,636591479;2,051413882;0,078947368;0,40726817;0,15914787
ana_valdi;Networker;14;0,677368421;3;1,392920354;0,594691535;0,196556671;6,8;0,131994261;0,268292683;0,159971306
puyhg5;Monologista;4;0,671814672;2;0,173640167;0,248427673;0,216194969;1,978227061;0,106918239;0,068396226;0,349842767
maidotgimenez;Monologista;6;0,670232851;3;0,286848073;0,443883985;0,312736444;2,275466284;0,091424968;0,266708701;0,20554855
annabzz;Monologista;9;0,668097282;2;0,298822715;0,113838601;0,346732126;18,51704545;0,12918073;0,216630868;0,011660018
katrakikas;Monologista;1;0,666666667;1;0,017799353;0,092511013;0,51835536;1,648910412;0,030837004;0,40969163;0,315712188
roci_munoz;Networker;9;0,661064426;2;0,592006661;0,495378151;0,251260504;2,38;0,178571429;0,394117647;0,451260504
ro_coder;Retuiteador;3;0,657381616;2;0,118556701;0,936766623;0,057366362;5,934235977;0,116688396;0,091916558;0,069100391
mabeldelgadob;Retuiteador;6;0,642430279;2;2,28125;0,614457831;0,096385542;1,383333333;0,108433735;0,518072289;0,43373494
ali_bluee;Networker;8;0,641476274;2;1,482758621;0,517560074;0,155268022;1,619760479;0,192236599;0,34935305;0,585951941
amalulla;Monologista;4;0,631868132;2;0,118500605;0,513529412;0,197647059;2,009456265;0,105882353;0,304705882;0,41
albahniuk;Retuiteador;1;0,629283489;2;0,090909091;0,76344086;0,215053763;1,24;0,23655914;0,139784946;0,322580645
pilar61091;Monologista;3;0,618881119;2;0,0941135;0,106456693;0,320944882;2,931671283;0,033385827;0,051023622;0,292283465
pgAnacristina;Retuiteador;2;0,61;1;1,333333333;0,727272727;0,090909091;1,5;0,181818182;0,090909091;1
sierra_guada;Networker;7;0,591416309;2;0,39689722;0,227272727;0,22027972;4,314655172;0,142357642;0,666333666;0,882117882
Pixel_Marta;Monologista;3;0,589403974;1;0,183431953;0,195238095;0,338095238;2,470588235;0,2;0,280952381;0,319047619
TeresaGMadruga;Monologista;4;0,585964912;2;0,289795918;0,534220532;0,203422053;3,627586207;0,226235741;0,344106464;0,621673004
karolrodtor;Monologista;4;0,578034682;2;0,253263708;0,137387387;0,114864865;1,5;0,11036036;0,684684685;1,15990991
Susa_tr;Monologista;2;0,575221239;2;0,053968254;0,382352941;0,160784314;1,356382979;0,031372549;0,331372549;0,317647059
albamartinc;Networker;7;0,572746629;2;0,701612903;0,346508564;0,247694335;1,71719457;0,051383399;0,409749671;0,212121212
mudernita;Monologista;5;0,567597765;2;0,141114983;0,35190064;0,374858863;2,316477768;0,068121942;0,200602183;0,208505834
_PatriciaCT;Networker;10;0,564760793;2;0,801687764;0,391371341;0,242424242;3,051724138;0,048279404;0,51155624;0,595788392
anitaglezgalan;Normal;2;0,561643836;1;0,410714286;0,552;0,104;1,524390244;0,432;0,296;1
maballesrin;Networker;7;0,559310802;2;0,419945105;0,39142539;0,39142539;3,101899827;0,065144766;0,251670379;0,380289532
CarolCesp;Retuiteador;5;0,556016598;2;1,625;0,733333333;0,083333333;1,739130435;0,15;0,233333333;0,708333333
teanocrata;Normal;4;0,537414966;2;0,634517766;0,596311475;0,139344262;2,168888889;0,276639344;0,206967213;0,719262295
EstherAmil;Monologista;3;0,530612245;2;0,119217082;0,251664447;0,07723036;1,718535469;0,057256991;0,760319574;0,398135819
_madelgj;Retuiteador;1;0,52991453;1;0,025641026;0,71942446;0,194244604;1,404040404;0,230215827;0,050359712;0,079136691
maria_hr;Networker;8;0,529025192;2;0,463806971;0,217208814;0,247639035;1,437405732;0,10703043;0,36201469;0,310598111
MartaSestelo;Retuiteador;6;0,525046382;2;1,2;0,777542373;0,048728814;1,475;0,069915254;0,358050847;1,290254237
marta_mgn;Retuiteador;4;0,522627737;2;1,154545455;0,699453552;0,032786885;1,742857143;0,101092896;0,409836066;0,775956284
Licysca;Normal;4;0,521857923;2;0,322429907;0,54756871;0,243128964;1,473520249;0,11627907;0,460887949;0,298097252
_mimina_;Networker;6;0,520697168;2;0,662721893;0,445901639;0,252459016;1,480582524;0,232786885;0,331147541;0,321311475
Lina_digital;Networker;4;0,511627907;2;0,565656566;0,2575;0,085;1,801801802;0,11;0,615;2,01
ccsakuweb;Monologista;4;0,511340206;2;0,146974063;0,310139165;0,305168986;1,869888476;0,065606362;0,434393638;0,284294235
louisemarliere;Networker;5;0,508196721;2;1,105263158;0,425981873;0,102719033;1,591346154;0,114803625;0,441087613;0,882175227
elenaArraez;Networker;7;0,505964215;2;0,666666667;0,566246851;0,136523929;2,065556712;0,187405542;0,45440806;0,672040302
LauraCasaresG;Retuiteador;5;0,5;2;0,882352941;0,981284404;0,011009174;3,125;0,134678899;0,105688073;0,165137615
ba_belen;Monologista;2;0,5;2;0,085972851;0,251693002;0,479683973;1,786290323;0,069977427;0,218961625;0,153498871
guiomarth;Monologista;5;0,486656201;2;0,067928731;0,434152489;0,190296156;2,779334501;0,064272212;0,232829238;0,274417139
mjesusgduran;Monologista;1;0,483870968;1;0,08040201;0,320819113;0,296928328;2,738317757;0,003412969;0,341296928;0,419795222
LuciLafuente;Monologista;0;0,480769231;1;0,111111111;0,181818182;0,545454545;2,2;0;0,090909091;0,090909091
mpmaeso;Retuiteador;2;0,480392157;1;0,228070175;0,696808511;0,07712766;1,534693878;0,085106383;0,135638298;0,300531915
Endika_Iglesias;Monologista;3;0,480314961;2;0,079577073;0,147128619;0,300901756;3,702987698;0,026578073;0,172757475;0,305173232
Polgaraa;Monologista;4;0,472222222;2;0,13900135;0,52377892;0,198907455;4,751145038;0,267673522;0,233611825;0,495501285
claudiaguirao;Retuiteador;6;0,468330849;3;0,419452888;0,724455611;0,133165829;2,055077453;0,123115578;0,219430486;0,257956449
silserma;Monologista;3;0,456781915;2;0,10707635;0,1352657;0,092592593;2,245931284;0,079710145;0,400161031;0,307568438
teresaalarcos;Retuiteador;10;0,4536;3;1,342906876;0,64732965;0,089625537;5,22953451;0,046961326;0,406384285;0,656230816
GemaHoang;Networker;3;0,453125;1;0,32231405;0,0546875;0,03125;2,064516129;0,2890625;0,671875;1,1328125
EllaQuimica;Retuiteador;5;0,439247312;3;0,35483871;0,795742524;0,140902179;2,529487179;0,083122149;0,219462747;0,413583376
Aila_Tan;Networker;3;0,435406699;1;0,372413793;0,198895028;0,342541436;1,757281553;0,154696133;0,298342541;0,430939227
DataLane;Retuiteador;2;0,434146341;1;0,9;0,696969697;0;1,269230769;0,03030303;0,454545455;0,636363636
MonicaCRey;Networker;7;0,432821497;2;0,634453782;0,333955224;0,35261194;2,233333333;0,306902985;0,259328358;0,271455224
cheshireminima;Retuiteador;5;0,431767338;2;0,636856369;0,790697674;0,076006807;4,474619289;0,077141237;0,233125355;0,529778786
irenecomalada;Monologista;3;0,424731183;2;0,042402827;0,056666667;0,048333333;2,247191011;0,76;0,911666667;0,036666667
Krispy_ed;Normal;6;0,423306773;2;0,344039971;0,498747764;0,241860465;4,209337349;0,138103757;0,273703041;0,454740608
BegoniaBrava;Monologista;4;0,407952872;2;0,252955083;0,572295248;0,148129424;2,095338983;0,157735086;0,401921132;0,60364004
E_parrado;Monologista;5;0,401775805;2;0,114546376;0,360246433;0,256809339;3,27388535;0,059662776;0,054150454;0,197470817
majosemonferrer;Networker;14;0,399342105;3;1,809230769;0,59789669;0,061862048;3,148003895;0,092483761;0,457160532;0,846272812
CamblorMarina;Retuiteador;2;0,398190045;1;0,717948718;0,792553191;0,079787234;2,211764706;0,159574468;0,170212766;0,994680851
ApeironViima;Monologista;1;0,370967742;1;0,084033613;0,048;0,472;1,470588235;0;0,112;0,168
PaolaCantaboni;Retuiteador;6;0,341517857;2;1,280487805;0,767705382;0,053824363;1,43495935;0,130311615;0,235127479;1,053824363
bubiercamerche;Retuiteador;0;0,32183908;1;0,012195122;0,925045704;0,023765996;2,40969163;0,146252285;0,175502742;0,844606947
bea_aldaz;Retuiteador;4;0,313333333;2;0,235412475;0,617692308;0,059230769;1,51338766;0,136923077;0,491538462;0,386923077
MIsabelCarde;Retuiteador;4;0,294847328;2;0,312056738;0,635658915;0,126614987;1,382142857;0,173126615;0,178294574;0,23255814
DesiAT1;Retuiteador;6;0,277241379;2;1,224242424;0,806791569;0,070257611;3,007042254;0,144028103;0,129976581;0,741217799
Ovidiu5891;Retuiteador;2;0,276849642;2;0,13559322;0,812783318;0,111060743;2,574095683;0,165911151;0,154125113;0,299184044
cmainar_;Networker;7;0,274418605;2;0,431718062;0,423857868;0,114213198;2,036175711;0,164974619;0,491116751;0,300761421
datalofish;Monologista;3;0,264516129;2;0,269565217;0,430693069;0,242574257;1,683333333;0,113861386;0,405940594;0,564356436
milibonacchi;Retuiteador;5;0,260712442;2;0,280748663;0,729963899;0,14801444;1,93977591;0,064259928;0,15234657;0,596389892
mcferrod;Retuiteador;1;0,260135135;1;0,5;0,75;0,03125;2,461538462;0,15625;0,3125;1,125
rocknrollesque;Monologista;5;0,260034904;2;0,171794872;0,532374101;0,233213429;2,345991561;0,137889688;0,356115108;0,354916067
martific;Retuiteador;17;0,253020611;2;1,247648903;0,643774428;0,24120603;2,06812933;0,118369626;0,243439419;0,659408152
crisgito;Monologista;2;0,25;1;0,266666667;0,347826087;0,513043478;1,885245902;0,017391304;0,226086957;0,226086957
mariajo_cas;Monologista;3;0,241590214;2;0,181944444;0,214830971;0,381679389;1,894628099;0,115594329;0,117775354;0,32606325
etiamcanarias;Monologista;7;0,225433526;2;0,158059468;0,361957064;0,047928108;1,856348471;0,038941588;0,653020469;0,36445332
EledeAntonio;Networker;3;0,22310757;1;0,754716981;0,116666667;0,133333333;1,304347826;0,2;0,616666667;0,116666667
nuria_gut;Retuiteador;3;0,22073922;2;0,308988764;0,721003135;0,048589342;2,105610561;0,0830721;0,515673981;0,753918495
MimFerrer;Retuiteador;4;0,215204678;2;0,28436019;0,830522088;0,073092369;2,785234899;0,093172691;0,350200803;1,057028112
erikiva;Replicador;6;0,17715959;2;0,126478617;0,222497347;0,64839052;2,479824561;0,136894234;0,198797312;0,180403254
meryanyels;Monologista;2;0,172684458;2;0,09751434;0,378121284;0,346016647;3,173584906;0,066587396;0,045184304;0,346016647
;Monologista;0;0;0;0,090909091;0,083333333;0;4;0;0,083333333;0,083333333
LuciaRuzSaez;no tweets;0;0;0;0;0;0;0;0;0;0
letdos;no tweets;0;0;0;0;0;0;0;0;0;0
Cyber_20;no tweets;0;0;0;0;0;0;0;0;0;0
vsandovalfdez;no tweets;0;0;0;0;0;0;0;0;0;0
iGecofer;no tweets;0;0;0;0;0;0;0;0;0;0
txutxina91;no tweets;0;0;0;0;0;0;0;0;0;0
marandasojo;no tweets;0;0;0;0;0;0;0;0;0;0
sixpoint2831;no tweets;0;0;0;0;0;0;0;0;0;0
monicaparejo;no tweets;0;0;0;0;0;0;0;0;0;0
vierarb;no tweets;0;0;0;0;0;0;0;0;0;0
cillasw;no tweets;0;0;0;0;0;0;0;0;0;0
isabelmun;no tweets;0;0;0;0;0;0;0;0;0;0
L_Troublemakers;no tweets;0;0;0;0;0;0;0;0;0;0
WTMMadrid;Altavoz bajo;18;102,1666667;3;3,782287823;0,388261851;0,179458239;4,064220183;0,207674944;0,376975169;0,452595937
obijuana_z;Retuiteador;4;0,576149425;2;1,107692308;0,713656388;0,207048458;1,598591549;0,242290749;0,27753304;0,674008811
yeswetech_org;Networker;15;2,051223242;3;2,700696056;0,458542714;0,096733668;2,653333333;0,136934673;0,390703518;0,375628141
inesvrios;Retuiteador;4;0,852017937;2;0,7625;0,662447257;0,189873418;1,385964912;0,109704641;0,189873418;0,628691983
AliciaPerez09;Retuiteador;3;0,215500945;2;0,198347107;0,833333333;0,031680441;2,09221902;0,100550964;0,388429752;0,403581267
anvegaco;Normal;4;0,984848485;2;0,672597865;0,580597015;0,108955224;2,182410423;0,3;0,198507463;1,208955224
GirlsinTechES;Networker;14;5,226237235;3;2,201998572;0,569188192;0,041205412;4,652360515;0,041512915;0,494772448;0,901291513
TechandLadies;Retuiteador;10;4,61358811;3;2,698924731;0,744271311;0,055912007;2,886243386;0,174152154;0,394133822;0,86984418
KoolTheba;Retuiteador;12;1,694068678;3;2,094993582;0,604769153;0,134449518;2,848265896;0,126331811;0,303906646;0,717909691
PyLadies_ES;Retuiteador;7;6,150289017;3;1,565217391;0,805084746;0,081113801;2,960573477;0,093220339;0,491525424;0,590799031
AnaCidre_;Networker;6;3,740947075;3;0,956140351;0,43;0,35;2,597402597;0,105;0,34;0,21
v4n3ss4ms;Monologista;6;2,952380952;2;0,242160279;0,29004329;0,350649351;3,948717949;0,237786024;0,376004947;0,054730983
beatrucha81;Networker;8;0,51875;2;0,525039536;0,135369189;0,437101185;3,776247849;0,108477666;0,425706472;0,293527803
n03m1ms;Networker;10;3,00625;3;0,515302219;0,19742094;0,353085662;15,81067961;0,136014737;0,435677003;0,027018729
merybere;Monologista;3;4,354570637;3;0,221264368;0,13;0,5175;3,636363636;0,135;0,38;0,275
railsgirls_mad;Networker;5;7,892857143;2;1,273972603;0,5;0,109589041;5,214285714;0,136986301;0,280821918;0,424657534
tsuna__mi;Normal;8;0,610365571;3;0,314538419;0,392137097;0,474798387;2,737810488;0,117607527;0,277889785;0,288306452
lirondos;Altavoz medio;58;6,687430478;4;11,47938802;0,273541216;0,486878666;5,141269841;0,084902748;0,30811979;0,040135844
genocation;Networker;6;0,631368631;2;0,349734043;0,24497992;0,482931727;2,886956522;0,104417671;0,358433735;0,186746988
davyria;Monologista;2;1,238372093;2;0,195121951;0,4875;0,0875;1,860465116;0,1375;0,1625;0,0875
patrypons;Retuiteador;14;1,086142322;2;1,662576687;0,724778388;0,121570283;3,50962963;0,133811735;0,243562685;0,415365133
marinillass;Networker;10;0,782178218;2;1,412811388;0,592162554;0,066763425;1,501089325;0,067489115;0,57329463;0,989840348
EstherBorao;Altavoz bajo;26;1,931933382;3;4,865585168;0,735276074;0,186196319;6,494023904;0,050306748;0,184355828;0,589877301
Marta__Verde;Normal;8;0,721922918;3;0,324305061;0,522626744;0,110241579;1,721734036;0,151412045;0,434161279;0,498809119
lpez_elena;Networker;9;3,254310345;2;0,682291667;0,165735568;0,436374922;4,5;0,040968343;0,451272502;0,178150217
pantojacoder;Networker;11;1,682092555;2;0,705374917;0,155269058;0,124439462;1,423782921;0,017376682;0,561098655;0,259529148
Rosario_Ort;Networker;5;0,848726115;2;0,976744186;0,355;0,255;1,324503311;0,135;0,425;0,19
dyvelma;Replicador;5;0,68487395;2;0,275862069;0,181818182;0,617554859;3,009433962;0,106583072;0,409090909;0,189655172
Shiva__V;Monologista;6;1,310240964;2;0,091866835;0,269621422;0,282548476;4,170731707;0,23791936;0,469682979;0,156971376
agilegirls;Networker;9;11,05;3;1,211221122;0,204724409;0,215223097;1,649350649;0,065616798;0,490813648;0,249343832
EvaMosqueraR;Networker;14;5,974854932;3;1,813543599;0,17394636;0,363218391;2,128874388;0,115708812;0,360153257;0,463601533
esloho;Retuiteador;6;1,240601504;2;33,16152019;0,867443325;0,081549118;3,221095335;0,188602015;0,185768262;0,188916877
AltheaFlus;Monologista;1;0,252212389;2;0,009345794;0,454081633;0,448979592;2,8;0,168367347;0,209183673;0,112244898
tolivern;Normal;9;1,887920299;3;0,391048292;0,462658228;0,287974684;2,534081796;0,138924051;0,289556962;0,07056962
karesti;Networker;18;5,104904632;3;1,157232704;0,450345695;0,250471402;3,092322643;0,13859208;0,379321182;0,393148963
hell03610;Networker;5;2,576791809;2;0,303142329;0,262942779;0,286103542;2,121387283;0,017711172;0,068119891;0,529972752
crissantamarina;Networker;12;0,926733045;3;0,598474341;0,276830491;0,451354062;4,119834711;0,114844534;0,397693079;0,244232698
SalamancaPeral;Networker;15;4,255789474;3;1,00087604;0,29818629;0,349830925;2,78034188;0,101137412;0,57300953;0,442668306
ellas2;Networker;8;27,73166369;4;0,920565832;0,13897564;0,039350406;3,224572004;0,104934416;0,887882573;0,636477202
elenalfaro;Networker;22;5,649186257;3;2,104166667;0,370393504;0,138663335;2,06981254;0,073703935;0,393191755;0,371642723
adavideo;Networker;14;2,481907895;3;1,149186764;0,442115144;0,24436796;3,4;0,160513141;0,356070088;0,338548185
ivapb;Monologista;6;0,45923913;3;0,28840519;0,25390381;0,204247345;2,683989941;0,148657089;0,31886321;0,997813866
yurenaghm;Monologista;7;2,435103245;3;0,254538718;0,162841191;0,197890819;2,317757009;0,060794045;0,570719603;0,334367246
pilar_c123;Networker;11;1,004860267;2;0,566635161;0,329531052;0,452471483;6,11627907;0,114385298;0,285804816;0,122306717
NataliaDiazRodr;Retuiteador;11;0,633473305;3;0,733966746;0,607763975;0,057763975;2,139534884;0,088509317;0,55;0,431987578
amaliahern;Monologista;6;3,227138643;3;0,26340882;0,530760626;0,223713647;2,518309859;0,166666667;0,281319911;0,469798658
Anandromeda;Retuiteador;8;0,985991379;2;2,114583333;0,626459144;0,182879377;1,875912409;0,186770428;0,284046693;0,762645914
andina;Networker;7;3,102102102;3;0,862629247;0,150564617;0,373902133;3,279835391;0,432873275;0,181932246;0,120451694
lvalverde;Monologista;4;1,779122542;3;0,168604651;0,553246753;0,238961039;1,58110883;0,066233766;0,316883117;0,488311688
androidcoconut;Retuiteador;1;0,39815472;2;569,040201;0,658075601;0,178694158;2,609865471;0,262886598;0,161512027;0,042955326
SaraAlvarellos;Networker;10;1,242026266;3;0,860820595;0,297343132;0,239683437;2,021714286;0,059355568;0,403617863;0,876201244
amayita;Retuiteador;1;0,581041968;3;0,093023256;0,986079637;0,013596633;24,32283465;0,126578181;0,084493364;0,127225639
plumilla;Monologista;4;1,641791045;2;0,064051241;0,114184397;0,367375887;1,787072243;0,042553191;0,090070922;0,088652482
nirvik66;Retuiteador;3;0,397606383;2;4,414634146;0,824911032;0,098932384;1,446961895;0,13024911;0,316014235;0,378647687
Alba_Roza;Networker;6;3,615271659;3;1,1;0,2;0,39;1,834862385;0,14;0,485;0,265
MartaL0b0;Monologista;5;0,752014324;2;0,219610477;0,531318854;0,219704123;3,773159145;0,173119295;0,29272899;0,139124961
