Id,Label,timeset,net,relation,num_followers,num_following,num_list,num_statuses,join_date varchar,componentnumber,modularity_class,indegree,outdegree,degree
160,iSpaceSci,,dalvarez37,1408835183260864521,3,2,3,1,2016-03-08 18:07:37,0,1,24,30,54
161,IBV_CSIC,,dalvarez37,1408835183260864521,3,2,3,1,2016-03-01 08:58:21,0,1,43,41,84
162,FundacionENAIRE,,dalvarez37,1408835183260864521,3,2,3,1,2016-02-27 11:07:30,0,0,26,39,65
163,i2sysbio,,dalvarez37,1408835183260864521,3,2,3,1,2016-02-23 16:44:42,0,1,24,25,49
164,iata_csic,,dalvarez37,1408835183260864521,3,2,3,1,2016-02-18 13:57:35,0,1,73,95,168
165,COGMONTPELLIER,,dalvarez37,1408835183260864521,2,1,2,1,2016-02-09 22:38:04,0,2,57,12,69
166,CBGP_Madrid,,dalvarez37,1408835183260864521,3,2,3,0,2016-02-09 10:22:36,0,1,24,37,61
167,dsn,,dalvarez37,1408835183260864521,4,2,4,2,2016-02-05 12:10:38,0,0,106,75,181
168,_IFAE,,dalvarez37,1408835183260864521,3,2,2,1,2016-02-03 13:48:06,0,1,35,29,64
169,IQM_CSIC,,dalvarez37,1408835183260864521,3,2,3,1,2016-02-01 15:52:54,0,1,53,61,114
170,DgCanarias,,dalvarez37,1408835183260864521,4,2,3,2,2016-01-28 12:23:07,0,0,50,79,129
171,IACT_divulga,,dalvarez37,1408835183260864521,2,2,4,1,2016-01-21 09:12:16,0,1,43,16,59
172,EmbEspGabon,,dalvarez37,1408835183260864521,3,2,2,1,2016-01-07 13:34:44,0,2,95,135,230
173,NeuroAlc,,dalvarez37,1408835183260864521,3,2,3,1,2015-12-15 15:53:00,0,1,44,15,59
174,ConsulespanaGDL,,dalvarez37,1408835183260864521,3,2,3,1,2015-12-03 03:30:39,0,2,92,168,260
175,EmbEspJordania,,dalvarez37,1408835183260864521,3,2,3,1,2015-11-30 13:15:49,0,2,81,31,112
176,museodelteatro,,dalvarez37,1408835183260864521,3,2,2,1,2015-11-27 10:35:26,0,3,28,37,65
177,RACiencias,,dalvarez37,1408835183260864521,3,2,3,1,2015-11-25 09:30:30,0,1,38,14,52
178,EmbEspAndorra,,dalvarez37,1408835183260864521,3,2,3,1,2015-11-24 12:17:07,0,2,95,188,283
179,EmbEspNicaragua,,dalvarez37,1408835183260864521,3,2,3,1,2015-11-23 17:26:26,0,2,68,25,93
180,EmbEspMauritani,,dalvarez37,1408835183260864521,3,2,3,1,2015-11-23 15:49:11,0,2,105,87,192
181,PNSDgob,,dalvarez37,1408835183260864521,3,2,3,2,2015-11-23 07:38:14,0,0,37,47,84
182,EmbEspCuba,,dalvarez37,1408835183260864521,4,2,3,1,2015-11-11 17:52:04,0,2,113,160,273
183,Inforenfe,,dalvarez37,1408835183260864521,4,1,4,2,2015-11-11 10:31:11,0,0,16,8,24
184,EmbEspKazajstan,,dalvarez37,1408835183260864521,3,2,3,1,2015-11-03 10:57:30,0,2,106,165,271
185,EmbEspZimbabwe,,dalvarez37,1408835183260864521,3,3,3,1,2015-10-28 11:25:32,0,2,92,134,226
186,CGEspRoma,,dalvarez37,1408835183260864521,3,2,2,1,2015-10-21 15:21:23,0,2,99,103,202
187,EmbEspVenezuela,,dalvarez37,1408835183260864521,4,1,3,2,2015-10-20 19:58:58,0,2,98,2,100
188,ConsEspLaHabana,,dalvarez37,1408835183260864521,4,2,3,0,2015-10-20 16:40:10,0,2,90,55,145
189,IIM_CSIC,,dalvarez37,1408835183260864521,3,2,3,1,2015-10-20 11:19:34,0,1,69,98,167
190,ConEspGuayaquil,,dalvarez37,1408835183260864521,3,1,3,1,2015-10-19 12:37:03,0,2,47,11,58
191,CgEspBahiaBlanc,,dalvarez37,1408835183260864521,3,2,3,1,2015-10-15 12:53:34,0,2,108,181,289
192,EmbSpainAddis,,dalvarez37,1408835183260864521,3,2,3,1,2015-10-15 09:40:25,0,2,100,76,176
193,EmbEspPraga,,dalvarez37,1408835183260864521,3,2,3,1,2015-10-07 12:37:27,0,2,114,118,232
194,ConEspLima,,dalvarez37,1408835183260864521,3,2,3,1,2015-10-02 19:23:33,0,2,87,82,169
195,ConEspMunich,,dalvarez37,1408835183260864521,3,2,2,1,2015-09-29 07:03:18,0,2,95,139,234
196,EmbEspRDC,,dalvarez37,1408835183260864521,3,2,3,1,2015-09-27 15:49:49,0,2,84,117,201
197,IREC_CSIC_UCLM,,dalvarez37,1408835183260864521,3,2,3,1,2015-09-24 11:37:08,0,1,25,25,50
198,ICTA_UAB,,dalvarez37,1408835183260864521,3,3,3,2,2015-09-23 08:44:03,0,1,36,32,68
199,EmbEsElSalvador,,dalvarez37,1408835183260864521,4,2,3,1,2015-09-30 21:43:25,0,2,71,54,125
200,UPFbiomed,,dalvarez37,1408835183260864521,3,3,3,1,2015-09-18 16:20:04,0,1,18,31,49
201,ucccenquior,,dalvarez37,1408835183260864521,2,2,3,1,2015-09-22 10:37:32,0,1,50,84,134
202,EmbEsEslovaquia,,dalvarez37,1408835183260864521,3,2,3,1,2015-09-08 10:41:00,0,2,119,153,272
203,MisionVienaOI,,dalvarez37,1408835183260864521,3,3,3,1,2015-08-25 14:20:15,0,2,122,225,347
204,EmbEspOman,,dalvarez37,1408835183260864521,3,2,3,1,2015-08-16 13:24:26,0,2,110,84,194
205,ifimacuam,,dalvarez37,1408835183260864521,3,2,3,1,2015-07-23 10:32:45,0,1,24,42,66
206,ConEspMONTREAL,,dalvarez37,1408835183260864521,3,1,3,1,2015-07-21 15:35:40,0,2,87,5,92
207,EmbEspEcuador,,dalvarez37,1408835183260864521,3,2,3,2,2015-07-15 16:54:08,0,2,108,146,254
208,ibis_sevilla,,dalvarez37,1408835183260864521,3,3,3,1,2015-07-15 15:42:06,0,1,36,72,108
209,EmbEspCamerun,,dalvarez37,1408835183260864521,3,2,3,1,2015-07-15 09:54:52,0,2,116,102,218
210,EmbEsLuxemburgo,,dalvarez37,1408835183260864521,3,2,3,1,2015-07-15 08:53:16,0,2,114,170,284
211,EmbEspAngola,,dalvarez37,1408835183260864521,3,2,3,1,2015-07-07 10:02:53,0,2,123,193,316
212,embEspArgelia,,dalvarez37,1408835183260864521,3,2,3,1,2015-07-02 10:37:15,0,2,100,68,168
213,EmbEspEstonia,,dalvarez37,1408835183260864521,3,2,3,1,2015-07-01 12:08:15,0,2,116,169,285
214,CGEspHouston,,dalvarez37,1408835183260864521,3,2,3,1,2015-08-26 18:39:09,0,2,104,155,259
215,institutograsa,,dalvarez37,1408835183260864521,2,2,2,0,2015-06-29 07:16:13,0,1,37,71,108
216,CGEspGinebra,,dalvarez37,1408835183260864521,3,2,3,1,2015-06-25 08:45:35,0,2,115,197,312
217,SpainCoE,,dalvarez37,1408835183260864521,2,1,2,1,2015-06-24 15:02:28,0,2,26,21,47
218,EspUNESCO,,dalvarez37,1408835183260864521,3,2,3,1,2015-06-24 11:16:25,0,2,111,83,194
219,CGEspLondres,,dalvarez37,1408835183260864521,3,1,2,1,2015-06-23 08:52:50,0,2,83,11,94
220,CGEspRio,,dalvarez37,1408835183260864521,3,2,3,1,2015-06-22 11:27:46,0,2,117,241,358
221,CGEspEdimburgo,,dalvarez37,1408835183260864521,3,2,4,2,2015-06-22 10:22:55,0,2,74,41,115
222,CGEspAmsterdam,,dalvarez37,1408835183260864521,3,2,3,1,2015-06-12 09:23:09,0,2,85,24,109
223,ConsuladoEspHK,,dalvarez37,1408835183260864521,3,2,3,1,2015-08-19 03:04:19,0,2,102,92,194
224,EmbEspEAU,,dalvarez37,1408835183260864521,3,2,3,1,2015-06-10 05:03:42,0,2,120,190,310
225,EmbEspSuiza,,dalvarez37,1408835183260864521,3,2,3,1,2015-06-09 07:30:37,0,2,104,103,207
226,ICC_UB,,dalvarez37,1408835183260864521,3,2,3,1,2015-06-08 18:50:47,0,1,21,22,43
227,EmbEspAustria,,dalvarez37,1408835183260864521,3,2,3,1,2015-06-04 11:26:41,0,2,118,215,333
228,UitesIsciii,,dalvarez37,1408835183260864521,2,2,3,2,2015-06-03 11:01:52,0,1,8,9,17
229,EmbEspPolonia,,dalvarez37,1408835183260864521,3,2,3,1,2015-06-02 09:54:47,0,2,113,74,187
230,EmbEspIran,,dalvarez37,1408835183260864521,3,2,2,1,2015-05-31 10:30:47,0,2,108,61,169
231,EmbEspItalia,,dalvarez37,1408835183260864521,3,3,3,2,2015-05-28 14:01:43,0,2,136,212,348
232,EmbEspMalta,,dalvarez37,1408835183260864521,3,2,3,1,2015-05-28 14:32:56,0,2,108,78,186
233,EmbEspSingapur,,dalvarez37,1408835183260864521,3,2,3,2,2015-05-27 07:09:30,0,2,91,91,182
234,EmbEspPortugal,,dalvarez37,1408835183260864521,3,2,3,1,2015-05-27 09:18:59,0,2,115,119,234
235,ConsEspCaracas,,dalvarez37,1408835183260864521,4,2,4,2,2015-05-26 12:57:36,0,2,77,76,153
236,SPAINinKSA,,dalvarez37,1408835183260864521,3,2,3,1,2015-07-28 06:37:40,0,2,96,59,155
237,ConsuladoEspDa3,,dalvarez37,1408835183260864521,3,1,2,1,2015-07-27 14:53:22,0,2,93,17,110
238,EmbEspSenegal,,dalvarez37,1408835183260864521,3,2,3,1,2015-05-22 10:29:31,0,2,98,59,157
239,MisionGinebra,,dalvarez37,1408835183260864521,3,2,3,1,2015-05-19 10:34:14,0,2,132,195,327
240,EmbEspFrancia,,dalvarez37,1408835183260864521,4,2,3,2,2015-05-13 09:12:51,0,2,180,213,393
241,EmbEspTurquia,,dalvarez37,1408835183260864521,4,2,3,2,2015-05-12 13:48:27,0,2,114,85,199
242,EmbEspCostaRica,,dalvarez37,1408835183260864521,3,2,3,1,2015-06-15 17:10:44,0,2,98,149,247
243,ConEspLagos,,dalvarez37,1408835183260864521,3,2,3,1,2015-05-06 23:09:19,0,2,97,190,287
244,SpaininPakistan,,dalvarez37,1408835183260864521,3,2,2,1,2015-05-04 22:27:19,0,2,7,13,20
245,EmbajadaESPenRD,,dalvarez37,1408835183260864521,3,2,3,1,2015-06-01 12:33:14,0,2,103,181,284
246,Ineco_es,,dalvarez37,1408835183260864521,3,2,3,1,2015-04-30 07:54:49,0,0,20,37,57
247,IETorroja,,dalvarez37,1408835183260864521,3,2,3,1,2015-04-28 12:03:19,0,1,23,44,67
248,Cgesparis,,dalvarez37,1408835183260864521,3,2,3,1,2015-04-28 08:07:22,0,2,119,120,239
249,EmbEspNoruega,,dalvarez37,1408835183260864521,3,2,3,0,2015-04-27 12:06:16,0,2,116,185,301
250,CogLosangeles,,dalvarez37,1408835183260864521,3,2,3,1,2015-04-24 05:48:28,0,2,113,185,298
251,EmbEspMex,,dalvarez37,1408835183260864521,4,2,4,2,2015-05-06 18:11:55,0,2,97,64,161
252,SpainOSCE,,dalvarez37,1408835183260864521,3,2,3,1,2015-04-20 10:01:47,0,2,82,18,100
253,ConsEspCDMX,,dalvarez37,1408835183260864521,4,2,4,1,2015-04-28 15:53:21,0,2,97,154,251
254,EmbEspTT,,dalvarez37,1408835183260864521,3,2,3,1,2015-04-19 12:43:32,0,2,115,192,307
255,EmbEspKenia,,dalvarez37,1408835183260864521,3,2,3,1,2015-03-23 10:38:42,0,2,117,196,313
256,EmbEspNamibia,,dalvarez37,1408835183260864521,3,2,4,0,2015-03-12 12:09:59,0,2,110,43,153
257,EmbSpainUK,,dalvarez37,1408835183260864521,4,3,4,2,2015-02-25 19:02:36,0,2,144,207,351
258,RANFarmacia,,dalvarez37,1408835183260864521,3,2,3,1,2015-03-01 23:15:00,0,1,15,27,42
259,CUDZaragoza,,dalvarez37,1408835183260864521,3,1,3,1,2015-02-17 09:45:59,0,0,9,12,21
260,EmbEspIndia,,dalvarez37,1408835183260864521,3,3,3,1,2015-02-18 09:40:03,0,2,136,254,390
261,EmbEspSkopje,,dalvarez37,1408835183260864521,3,2,3,1,2015-02-05 11:23:14,0,2,110,207,317
262,EEAD_CSIC,,dalvarez37,1408835183260864521,3,2,3,1,2015-02-04 12:52:06,0,1,38,35,73
263,EmbajadaEspLPaz,,dalvarez37,1408835183260864521,3,2,3,1,2015-02-03 16:12:11,0,2,115,175,290
264,EmbEspFinlandia,,dalvarez37,1408835183260864521,3,2,3,1,2015-02-02 08:09:33,0,2,124,199,323
265,EmbEspMali,,dalvarez37,1408835183260864521,3,2,3,1,2015-01-26 11:31:25,0,2,126,201,327
266,ConEspPerpignan,,dalvarez37,1408835183260864521,3,2,3,1,2015-01-27 14:33:44,0,2,98,95,193
267,EmbEspCanada,,dalvarez37,1408835183260864521,3,2,3,1,2015-01-26 21:59:31,0,2,126,186,312
268,EmbEspanaRabat,,dalvarez37,1408835183260864521,4,3,4,2,2015-01-19 09:57:01,0,2,158,258,416
269,EmbEspPretoria,,dalvarez37,1408835183260864521,3,2,3,1,2015-01-15 07:38:05,0,2,124,173,297
270,EmbEspFilipinas,,dalvarez37,1408835183260864521,3,2,3,1,2015-01-14 08:36:44,0,2,104,55,159
271,ConEspManila,,dalvarez37,1408835183260864521,3,2,3,1,2014-12-03 07:25:05,0,2,100,108,208
272,EmbEspIndonesia,,dalvarez37,1408835183260864521,3,2,3,1,2014-11-10 05:45:35,0,2,120,159,279
273,CCNCERT,,dalvarez37,1408835183260864521,4,2,3,2,2014-11-27 09:13:38,0,0,29,12,41
274,EmbEspRusia,,dalvarez37,1408835183260864521,3,2,3,1,2014-11-25 13:03:01,0,2,120,170,290
275,BibliotecaImse,,dalvarez37,1408835183260864521,1,1,2,1,2014-11-20 07:58:38,0,1,2,3,5
276,ConsuladoEspJer,,dalvarez37,1408835183260864521,3,2,3,2,2014-10-29 08:41:11,0,2,101,64,165
277,ZFCadiz,,dalvarez37,1408835183260864521,3,2,3,1,2014-11-11 14:40:48,0,0,8,33,41
278,DSocialesGob,,dalvarez37,1408835183260864521,4,2,3,2,2014-11-11 08:36:52,0,0,84,87,171
279,INGESAnidad,,dalvarez37,1408835183260864521,2,2,3,1,2014-11-05 10:16:43,0,0,4,27,31
280,icvv_rioja,,dalvarez37,1408835183260864521,3,2,2,1,2014-10-21 11:07:56,0,1,17,6,23
281,PatrimNacional,,dalvarez37,1408835183260864521,4,2,4,2,2014-09-09 15:27:01,0,3,152,85,237
282,EmbajadaEspKUW,,dalvarez37,1408835183260864521,3,2,3,1,2014-08-30 12:37:21,0,2,120,69,189
283,SpainMFA,,dalvarez37,1408835183260864521,4,3,3,2,2014-09-19 07:52:37,0,2,230,249,479
284,EmbEspanaCorea,,dalvarez37,1408835183260864521,3,2,3,1,2014-08-19 02:41:46,0,2,101,161,262
285,icn2nano,,dalvarez37,1408835183260864521,3,2,3,2,2014-08-14 12:37:50,0,1,62,48,110
286,CIB_CSIC,,dalvarez37,1408835183260864521,3,2,3,1,2014-07-10 15:46:20,0,1,88,56,144
287,ArchivosEst,,dalvarez37,1408835183260864521,4,3,4,2,2014-07-09 16:26:33,0,3,100,96,196
288,CICbiomaGUNE,,dalvarez37,1408835183260864521,3,2,3,1,2014-06-27 07:59:55,0,1,31,27,58
289,BNCSisciii,,dalvarez37,1408835183260864521,3,2,3,1,2014-06-18 18:45:54,0,1,11,34,45
290,EmbEspanaLituan,,dalvarez37,1408835183260864521,3,1,3,1,2014-06-16 12:45:14,0,2,110,57,167
291,IAC_Astrofisica,,dalvarez37,1408835183260864521,4,2,3,2,2014-05-26 16:51:52,0,1,65,13,78
292,Acuamed,,dalvarez37,1408835183260864521,3,3,4,1,2014-05-23 07:50:38,0,0,15,36,51
293,EmbEspAtenas,,dalvarez37,1408835183260864521,3,2,3,1,2014-05-22 12:09:40,0,2,117,138,255
294,sepiegob,,dalvarez37,1408835183260864521,4,3,4,2,2014-05-20 10:20:04,0,2,106,180,286
295,MCANA_ET,,dalvarez37,1408835183260864521,4,1,3,1,2014-05-16 22:04:15,0,0,21,19,40
296,EmbEspEgipto,,dalvarez37,1408835183260864521,3,2,3,1,2014-04-29 05:57:38,0,2,131,192,323
297,MANArqueologico,,dalvarez37,1408835183260864521,4,3,4,3,2014-04-04 17:57:50,0,3,112,50,162
298,ICMSevilla,,dalvarez37,1408835183260864521,2,2,2,1,2014-03-28 11:54:48,0,1,50,65,115
299,EmbEspMalasia,,dalvarez37,1408835183260864521,3,2,3,1,2014-03-28 03:33:50,0,2,130,184,314
300,psglobal_,,dalvarez37,1408835183260864521,2,2,3,1,2014-03-17 17:37:51,0,1,3,18,21
301,ONT_esp,,dalvarez37,1408835183260864521,3,2,3,1,2014-03-13 12:40:14,0,0,23,15,38
302,ICMCSIC,,dalvarez37,1408835183260864521,3,2,3,2,2014-03-12 12:26:51,0,1,84,39,123
303,AcuaEsSA,,dalvarez37,1408835183260864521,3,2,3,1,2014-03-12 08:26:50,0,0,15,28,43
304,IBE_Barcelona,,dalvarez37,1408835183260864521,3,2,3,1,2014-03-10 12:15:10,0,1,59,45,104
305,AEMET_Izana,,dalvarez37,1408835183260864521,3,2,3,2,2014-02-24 21:21:01,0,0,18,33,51
306,museodealtamira,,dalvarez37,1408835183260864521,4,2,4,2,2014-02-20 12:29:19,0,3,52,53,105
307,EmbEspMaputo,,dalvarez37,1408835183260864521,3,2,3,1,2014-02-18 15:29:07,0,2,125,176,301
308,EmbEspBelgica,,dalvarez37,1408835183260864521,3,2,4,2,2014-02-11 11:02:50,0,2,119,60,179
309,EmbEspKabul,,dalvarez37,1408835183260864521,3,2,2,2,2014-02-11 06:47:29,0,2,106,79,185
310,EmbEspVietnam,,dalvarez37,1408835183260864521,3,2,3,1,2014-02-06 17:00:33,0,2,106,73,179
311,EMADmde,,dalvarez37,1408835183260864521,5,2,4,2,2014-02-06 16:08:38,0,2,139,55,194
312,ConsuladoEspSF,,dalvarez37,1408835183260864521,3,1,3,1,2014-01-23 21:11:34,0,2,92,22,114
313,ITEFI_CSIC,,dalvarez37,1408835183260864521,2,1,2,0,2014-01-21 10:11:34,0,1,27,7,34
314,EmbEspAlemania,,dalvarez37,1408835183260864521,3,2,3,2,2014-01-03 10:15:45,0,2,123,57,180
315,CIBER_ISCIII,,dalvarez37,1408835183260864521,3,2,3,2,2013-12-10 09:53:16,0,1,43,19,62
316,IC_Palermo,,dalvarez37,1408835183260864521,2,2,3,1,2013-12-06 12:02:31,0,3,54,53,107
317,EmbEspTailandia,,dalvarez37,1408835183260864521,3,3,3,1,2013-12-02 04:56:09,0,2,119,291,410
318,CNMV_MEDIOS,,dalvarez37,1408835183260864521,4,2,3,2,2013-11-29 07:58:34,0,0,10,23,33
319,EmbEspIsrael,,dalvarez37,1408835183260864521,3,2,3,0,2013-11-26 06:48:47,0,2,108,49,157
320,ibfg_es,,dalvarez37,1408835183260864521,3,3,2,1,2013-11-13 13:06:18,0,1,37,115,152
321,EmbEspBucarest,,dalvarez37,1408835183260864521,3,2,3,1,2013-11-07 07:47:09,0,2,112,72,184
322,CEBAS_SWC,,dalvarez37,1408835183260864521,2,2,3,1,2013-11-05 11:31:18,0,1,13,28,41
323,EmbPaisesBajos,,dalvarez37,1408835183260864521,3,2,3,1,2013-11-04 12:02:07,0,2,124,110,234
324,CGEspSydney,,dalvarez37,1408835183260864521,3,3,4,1,2013-10-30 22:29:51,0,2,100,196,296
325,IEO_GIJON,,dalvarez37,1408835183260864521,3,2,3,1,2013-10-29 13:37:53,0,1,26,42,68
326,Antartica_ET,,dalvarez37,1408835183260864521,4,2,3,2,2013-10-21 09:22:03,0,0,46,46,92
327,EmbEspDinamarca,,dalvarez37,1408835183260864521,3,2,3,1,2013-10-15 10:16:02,0,2,127,45,172
328,EmbajadaEspSOF,,dalvarez37,1408835183260864521,3,2,4,1,2013-10-11 07:47:33,0,2,122,183,305
329,EmbEspAbuja,,dalvarez37,1408835183260864521,3,2,3,1,2013-10-10 10:33:20,0,2,122,219,341
330,EmbEspBrasil,,dalvarez37,1408835183260864521,3,2,3,2,2013-10-04 12:06:01,0,2,144,193,337
331,CNMC_ES,,dalvarez37,1408835183260864521,4,2,3,2,2013-09-27 11:44:43,0,0,18,23,41
332,EmbEspPan,,dalvarez37,1408835183260864521,3,2,3,1,2013-09-27 00:38:22,0,2,109,53,162
333,Turespana_,,dalvarez37,1408835183260864521,4,2,3,2,2013-09-19 12:02:37,0,2,180,44,224
334,EmbajadaEspAust,,dalvarez37,1408835183260864521,3,3,3,2,2013-09-19 08:11:42,0,2,126,189,315
335,IHyCM_ET,,dalvarez37,1408835183260864521,3,1,3,1,2013-09-17 10:56:28,0,0,21,13,34
336,COMGEBAL_ET,,dalvarez37,1408835183260864521,4,1,3,1,2013-09-17 07:05:47,0,0,20,14,34
337,cejmjusticia,,dalvarez37,1408835183260864521,3,1,3,1,2013-09-16 08:32:02,0,0,9,17,26
338,ObserESHarvard,,dalvarez37,1408835183260864521,3,2,3,1,2013-09-12 19:28:49,0,3,61,12,73
339,FUTER_ET,,dalvarez37,1408835183260864521,4,1,4,2,2013-09-06 08:12:51,0,0,36,14,50
340,CENIM_CSIC,,dalvarez37,1408835183260864521,3,3,3,1,2013-09-05 18:56:15,0,1,64,116,180
341,PAPEAire,,dalvarez37,1408835183260864521,4,2,3,0,2013-09-05 12:59:06,0,0,16,21,37
342,EmbEspanaByH,,dalvarez37,1408835183260864521,3,2,4,1,2013-09-03 07:58:15,0,2,115,229,344
343,IGE_ET,,dalvarez37,1408835183260864521,3,1,3,1,2013-09-03 06:34:45,0,0,16,15,31
344,ocnesp,,dalvarez37,1408835183260864521,4,3,4,2,2013-08-26 11:22:14,0,3,35,39,74
345,empleo_SEPE,,dalvarez37,1408835183260864521,5,2,4,3,2013-08-19 08:39:49,0,0,129,90,219
346,MADOC_ET,,dalvarez37,1408835183260864521,4,1,3,2,2013-08-06 15:38:08,0,0,26,16,42
347,EspOEA,,dalvarez37,1408835183260864521,3,2,3,2,2013-07-26 18:09:59,0,2,117,200,317
348,consorseguros,,dalvarez37,1408835183260864521,3,2,3,1,2013-07-24 08:15:55,0,0,3,22,25
349,COMGEMEL_ET,,dalvarez37,1408835183260864521,4,1,3,1,2013-07-17 12:44:55,0,0,20,13,33
350,EmbajadaEspNZ,,dalvarez37,1408835183260864521,3,2,3,1,2013-07-15 02:40:20,0,2,116,132,248
351,EmbajadaEspPeru,,dalvarez37,1408835183260864521,3,2,4,2,2013-07-12 21:13:23,0,2,110,74,184
352,IMDEA_Nano,,dalvarez37,1408835183260864521,3,2,3,1,2013-07-10 14:15:39,0,1,48,63,111
