close,date
1085838174801268736,Thu Jan 17 09:56:09 +0000 2019
809793235098865667,Fri Dec 16 16:12:07 +0000 2016
2785726522,Fri Sep 26 15:39:52 +0000 2014
1916898871,Sun Sep 29 11:15:41 +0000 2013
167156413,Thu Jul 15 22:11:41 +0000 2010
1069611936160120834,Mon Dec 03 15:18:52 +0000 2018
162926902,Mon Jul 05 02:42:31 +0000 2010
496507676,Sun Feb 19 01:31:13 +0000 2012
1073376092227076098,Fri Dec 14 00:36:17 +0000 2018
793154085277032448,Mon Oct 31 18:14:04 +0000 2016
142466107,Mon May 10 23:48:36 +0000 2010
69470587,Fri Aug 28 01:44:09 +0000 2009
2842010770,Thu Oct 23 15:25:58 +0000 2014
1262367961,Tue Mar 12 16:32:02 +0000 2013
49458808,Sun Jun 21 23:01:20 +0000 2009
252856718,Wed Feb 16 01:54:40 +0000 2011
191674906,Fri Sep 17 01:40:59 +0000 2010
3409456773,Sun Aug 09 01:05:56 +0000 2015
249232852,Tue Feb 08 16:53:14 +0000 2011
458536923,Sun Jan 08 17:39:16 +0000 2012
300126791,Tue May 17 07:35:57 +0000 2011
112970794,Wed Feb 10 08:28:47 +0000 2010
18111819,Sun Dec 14 04:57:20 +0000 2008
374048230,Thu Sep 15 16:28:29 +0000 2011
1062097046327492609,Mon Nov 12 21:37:23 +0000 2018
1049376543909335040,Mon Oct 08 19:10:39 +0000 2018
953861724741844992,Thu Jan 18 05:28:51 +0000 2018
1720214076,Sun Sep 01 21:13:24 +0000 2013
1433595606,Thu May 16 17:30:19 +0000 2013
534502818,Fri Mar 23 15:31:49 +0000 2012
443279415,Thu Dec 22 01:06:02 +0000 2011
1029236960915804160,Tue Aug 14 05:23:08 +0000 2018
500856229,Thu Feb 23 14:53:42 +0000 2012
862105227914342400,Wed May 10 00:41:18 +0000 2017
4899475031,Thu Feb 11 22:20:55 +0000 2016
1015127351447830528,Fri Jul 06 06:56:35 +0000 2018
1012976692741144576,Sat Jun 30 08:30:38 +0000 2018
1380653078,Thu Apr 25 23:42:53 +0000 2013
348685904,Thu Aug 04 20:51:36 +0000 2011
994793282751393793,Fri May 11 04:16:15 +0000 2018
985608950421868545,Sun Apr 15 20:01:00 +0000 2018
950615990,Thu Nov 15 23:05:33 +0000 2012
379489822,Sun Sep 25 02:04:53 +0000 2011
826586939356770305,Wed Feb 01 00:24:18 +0000 2017
860541101526134789,Fri May 05 17:06:01 +0000 2017
912613769884454912,Tue Sep 26 09:44:13 +0000 2017
957480339055824896,Sun Jan 28 05:07:56 +0000 2018
954050479461367808,Thu Jan 18 17:58:54 +0000 2018
955533501872463874,Mon Jan 22 20:11:54 +0000 2018
953858447992348674,Thu Jan 18 05:15:50 +0000 2018
952584272124129280,Sun Jan 14 16:52:43 +0000 2018
949891940694228993,Sun Jan 07 06:34:21 +0000 2018
1902048913,Tue Sep 24 22:41:20 +0000 2013
