Latitude;Longitude;Line;Station;Complaint;Num_complaints
40,43804349;-3,638164095;5;ciudad lineal;Olor;46
40,4288498;-3,701148774;4;bilbao;Olor;39
40,46689497;-3,689135166;9;plaza de castilla;Olor;39
40,41234187;-3,70466648;1;tirso de molina;Olor;37
40,42008355;-3,70566668;5;callao;Olor;30
40,40703245;-3,711057639;5;puerta de toledo;Olor;26
40,38976976;-3,645225289;1;alto del arenal;Olor;22
40,43565725;-3,642834065;7;pueblo nuevo;Olor;19
40,40259796;-3,711388079;5;piramides;Olor;19
40,43496257;-3,719451604;6;moncloa;Olor;17
40,42099313;-3,720328287;R;principe pio;Olor;17
40,41998089;-3,701811088;5;gran via;Olor;16
40,402066;-3,673860954;6;pacifico;Olor;12
40,37586075;-3,734171684;11;pan bendito;Olor;11
40,43294536;-3,672942974;6;diego de leon;Olor;11
40,41805042;-3,699256783;2;sevilla;Olor;11
40,44696838;-3,703872359;6;cuatro caminos;Olor;8
40,40421032;-3,608865637;9;vicalvaro;Olor;8
40,40511968;-3,702681998;3;embajadores;Olor;7
40,44632219;-3,712296983;7;guzman el bueno;Olor;7
40,4032369;-3,761019693;5;casa de campo;Olor;6
40,42828317;-3,695024413;5;alonso martinez;Olor;6
40,41502821;-3,669523104;9;sainz de baranda;Olor;5
40,40884785;-3,692490889;1;atocha;Olor;5
40,44643115;-3,719432375;6;metropolitano;Olor;5
40,42790393;-3,66921458;6;manuel becerra;Olor;5
40,40658715;-3,689379999;1;atocha renfe;Olor;5
40,36006609;-3,593169841;1;valdecarros;Olor;4
40,34542678;-3,81249526;12;puerta del sur;Olor;4
40,527595;-3,658599537;10;la granja;Olor;4
40,47021658;-3,717704371;7;antonio machado;Olor;4
40,41922043;-3,6949665;2;banco de espana;Olor;4
40,38562558;-3,760809659;5;aluche;Olor;3
40,45944241;-3,645820626;4;esperanza;Olor;3
40,49141701;-3,715865195;9;mirasierra;Olor;3
40,41127543;-3,708167584;5;la latina;Olor;3
40,42340997;-3,711206492;3;plaza de espana;Olor;3
40,44379;-3,684064551;6;republica argentina;Olor;3
40,39537425;-3,678142252;6;mendez alvaro;Olor;3
40,45778943;-3,587529856;5;alameda de osuna;Olor;3
40,41024127;-3,652739772;9;vinateros;Olor;2
40,42441178;-3,535417769;7;san fernando;Olor;2
40,40522132;-3,641813751;9;artilleros;Olor;2
40,31179969;-3,722250155;12;juan de la cierva;Olor;2
40,4315547;-3,679660945;9;nunez de balboa;Olor;2
40,46441802;-3,695066472;1;valdeacederas;Olor;2
40,43825029;-3,691495504;7;gregorio maranon;Olor;2
40,42374407;-3,60331266;2;las rosas;Olor;2
40,42292518;-3,697621571;5;chueca;Olor;2
40,40850881;-3,700914061;3;lavapies;Olor;2
40,48013418;-3,666771657;4;pinar de chamartin;Olor;2
40,3412242;-3,711990999;3;villaverde alto;Olor;2
40,43188961;-3,657582371;5;el carmen;Olor;2
40,47688245;-3,703170088;9;barrio del pilar;Olor;2
40,43088219;-3,663608751;5;ventas;Olor;2
40,44355627;-3,726795075;6;ciudad universitaria;Olor;2
40,43052478;-3,715961816;6;arguelles;Olor;2
40,42417286;-3,68024678;9;principe de vergara;Olor;2
40,43933732;-3,67215776;7;cartagena;Olor;2
40,39735347;-3,715963819;5;marques de vadillo;Olor;2
40,4202995;-3,686254794;2;retiro;Olor;1
40,48501196;-3,723053454;7;lacoma;Olor;1
40,38781938;-3,744881666;5;carabanchel;Olor;1
40,42483858;-3,707425685;2;noviciado;Olor;1
40,46482187;-3,715983801;7;valdezarza;Olor;1
40,42288945;-3,668599057;6;o'donnell;Olor;1
40,42966004;-3,705684245;4;san bernardo;Olor;1
40,43944441;-3,662973689;7;parque de las avenidas;Olor;1
40,45158127;-3,690382074;10;santiago bernabeu;Olor;1
40,39335085;-3,723615636;5;urgel;Olor;1
40,43803288;-3,67647195;9;avenida de america;Olor;1
40,39115667;-3,695054959;6;legazpi;Olor;1
40,43019861;-3,641060843;7;ascao;Olor;1
40,43339118;-3,600156651;7;estadio olimpico;Olor;1
40,38846483;-3,731268776;6;oporto;Olor;1
40,43491697;-3,698983459;1;iglesia;Olor;1
40,41680989;-3,703263296;3;sol;Precio;15
40,39115667;-3,695054959;6;legazpi;Precio;12
40,42543239;-3,686637037;4;serrano;Precio;11
40,45778943;-3,587529856;5;alameda de osuna;Precio;10
40,402066;-3,673860954;6;pacifico;Precio;9
40,42099313;-3,720328287;R;principe pio;Precio;8
40,42790393;-3,66921458;6;manuel becerra;Precio;8
40,43088219;-3,663608751;5;ventas;Precio;7
40,4288498;-3,701148774;4;bilbao;Precio;7
40,40509579;-3,745343139;6;lucero;Precio;6
40,43496257;-3,719451604;6;moncloa;Precio;6
40,42480536;-3,676858101;4;goya;Precio;5
40,47576967;-3,582531131;8;barajas;Precio;5
40,45158127;-3,690382074;10;santiago bernabeu;Precio;5
40,45748953;-3,676950119;9;colombia;Precio;3
40,41805042;-3,699256783;2;sevilla;Precio;3
40,41808841;-3,709288075;R;opera;Precio;3
40,47209592;-3,682594013;10;chamartin;Precio;3
40,38459969;-3,718373531;6;plaza eliptica;Precio;3
40,30366586;-3,447526069;9;arganda del rey;Precio;2
40,40884785;-3,692490889;1;atocha;Precio;2
40,43825029;-3,691495504;7;gregorio maranon;Precio;2
40,43294536;-3,672942974;6;diego de leon;Precio;2
40,42288945;-3,668599057;6;o'donnell;Precio;2
40,46441802;-3,695066472;1;valdeacederas;Precio;2
40,40131345;-3,595982863;9;puerta de arganda;Precio;2
40,4032369;-3,761019693;5;casa de campo;Precio;1
40,44824478;-3,667918658;4;alfonso xiii;Precio;1
40,30902581;-3,864026997;12;manuela malasana;Precio;1
40,42828317;-3,695024413;5;alonso martinez;Precio;1
40,4387009;-3,704894461;7;canal;Precio;1
40,38562558;-3,760809659;5;aluche;Precio;1
40,40785623;-3,753116589;10;batan;Precio;1
40,3969754;-3,774618022;10;colonia jardin;Precio;1
40,44696838;-3,703872359;6;cuatro caminos;Precio;1
40,42598825;-3,70208572;10;tribunal;Precio;1
40,40259796;-3,711388079;5;piramides;Precio;1
40,43357791;-3,647365171;5;quintana;Precio;1
40,42340997;-3,711206492;3;plaza de espana;Precio;1
40,41680989;-3,703263296;3;sol;Suciedad;67
40,41234187;-3,70466648;1;tirso de molina;Suciedad;50
40,44696838;-3,703872359;6;cuatro caminos;Suciedad;45
40,41998089;-3,701811088;5;gran via;Suciedad;33
40,41502821;-3,669523104;9;sainz de baranda;Suciedad;23
40,4315547;-3,679660945;9;nunez de balboa;Suciedad;21
40,46689497;-3,689135166;9;plaza de castilla;Suciedad;21
40,43294536;-3,672942974;6;diego de leon;Suciedad;18
40,42099313;-3,720328287;R;principe pio;Suciedad;18
40,41922043;-3,6949665;2;banco de espana;Suciedad;16
40,38976976;-3,645225289;1;alto del arenal;Suciedad;16
40,402066;-3,673860954;6;pacifico;Suciedad;15
40,34153659;-3,693191438;3;san cristobal;Suciedad;13
40,50120067;-3,695209955;10;tres olivos;Suciedad;13
40,42598825;-3,70208572;10;tribunal;Suciedad;12
40,38781938;-3,744881666;5;carabanchel;Suciedad;12
40,43565725;-3,642834065;7;pueblo nuevo;Suciedad;12
40,42828317;-3,695024413;5;alonso martinez;Suciedad;12
40,42340997;-3,711206492;3;plaza de espana;Suciedad;11
40,48013418;-3,666771657;4;pinar de chamartin;Suciedad;8
40,45427981;-3,703028755;1;estrecho;Suciedad;8
40,42790393;-3,66921458;6;manuel becerra;Suciedad;8
40,43803288;-3,67647195;9;avenida de america;Suciedad;7
40,40444766;-3,680990951;1;menendez pelayo;Suciedad;7
40,40696897;-3,670409628;6;conde de casal;Suciedad;7
40,41805042;-3,699256783;2;sevilla;Suciedad;6
40,42008355;-3,70566668;5;callao;Suciedad;6
40,3999006;-3,694202157;3;delicias;Suciedad;6
40,39735347;-3,715963819;5;marques de vadillo;Suciedad;5
40,36006609;-3,593169841;1;valdecarros;Suciedad;5
40,43804349;-3,638164095;5;ciudad lineal;Suciedad;5
40,42483858;-3,707425685;2;noviciado;Suciedad;5
40,39553657;-3,664145357;1;nueva numancia;Suciedad;5
40,43052478;-3,715961816;6;arguelles;Suciedad;5
40,43019861;-3,641060843;7;ascao;Suciedad;4
40,37769863;-3,791525486;10;cuatro vientos;Suciedad;4
40,39819293;-3,669061709;1;puente de vallecas;Suciedad;4
40,4202995;-3,686254794;2;retiro;Suciedad;4
40,38709383;-3,706901013;6;usera;Suciedad;4
40,42374407;-3,60331266;2;las rosas;Suciedad;3
40,43496257;-3,719451604;6;moncloa;Suciedad;3
40,42131274;-3,707966348;2;santo domingo;Suciedad;3
40,38846483;-3,731268776;6;oporto;Suciedad;3
40,34542678;-3,81249526;12;puerta del sur;Suciedad;3
40,44655108;-3,692417814;8;nuevos ministerios;Suciedad;3
40,40884785;-3,692490889;1;atocha;Suciedad;3
40,40259796;-3,711388079;5;piramides;Suciedad;3
40,44632219;-3,712296983;7;guzman el bueno;Suciedad;3
40,45748953;-3,676950119;9;colombia;Suciedad;2
40,40511968;-3,702681998;3;embajadores;Suciedad;2
40,42916516;-3,675416378;4;lista;Suciedad;2
40,47680812;-3,676377282;1;bambu;Suciedad;2
40,39115667;-3,695054959;6;legazpi;Suciedad;2
40,42661418;-3,650528502;2;la elipa;Suciedad;2
40,4387009;-3,704894461;7;canal;Suciedad;2
40,4032369;-3,761019693;5;casa de campo;Suciedad;1
40,46055195;-3,698258347;1;tetuan;Suciedad;1
40,3992286;-3,744300367;6;laguna;Suciedad;1
40,41127543;-3,708167584;5;la latina;Suciedad;1
40,44942144;-3,608164962;5;canillejas;Suciedad;1
40,42543239;-3,686637037;4;serrano;Suciedad;1
40,39537425;-3,678142252;6;mendez alvaro;Suciedad;1
40,40658715;-3,689379999;1;atocha renfe;Suciedad;1
40,40387025;-3,706652237;5;acacias;Suciedad;1
40,42288945;-3,668599057;6;o'donnell;Suciedad;1
40,38459969;-3,718373531;6;plaza eliptica;Suciedad;1
40,3412242;-3,711990999;3;villaverde alto;Suciedad;1
